theta,dv_kms,min_rM,min_corridor_dist,min_rE_postflyby,term_reason,success,ballistic_tli_corridor_hit,tli_theta,spawn_theta,dv_used,dv0,row_index,scenario_class
4.0618571682777125,3.097101449275362,0.0167771940907002,0.0,0.0242804635526738,success,True,False,-2.1260924105795764,4.0618571682777125,3.022977273070021,3.022977273070021,3464,good
4.188790204786391,3.0913043478260867,0.0264874428554532,0.0,0.0319902177346959,success,True,False,-1.9992103985224745,4.188790204786391,3.017318915984255,3.017318915984255,3366,good
4.3157232412950695,3.0913043478260867,0.0474143654886013,0.0,0.0306451022432671,success,True,False,-1.8722773619742776,4.3157232412950695,3.0173189159842555,3.0173189159842555,3368,good
4.442656277803748,3.0913043478260867,0.0482981926817602,0.0,0.0485968283302317,success,True,False,-1.7453443254165364,4.442656277803748,3.0173189159842555,3.0173189159842555,3370,good
3.934924131769034,3.131884057971014,0.0850828103871829,0.0,0.020689996450477,success,True,False,-2.2527193107083763,3.934924131769034,3.056927415584612,3.056927415584612,4062,good
4.25225672304073,3.0913043478260867,0.0856365159991334,0.0,0.0275432019139623,success,True,False,-1.935743880249735,4.25225672304073,3.0173189159842555,3.0173189159842555,3367,good
4.3791897595494085,3.0913043478260867,0.08756000884756,0.0,0.0371594332792606,success,True,False,-1.8088108436964243,4.3791897595494085,3.0173189159842555,3.0173189159842555,3369,good
3.934924131769034,3.1376811594202896,0.1016719942674825,0.0,0.0479979622291106,success,True,False,-2.2526682897253085,3.934924131769034,3.062585772670376,3.062585772670376,4162,good
3.934924131769034,3.143478260869565,0.1161206297978993,0.0,0.0439008558610038,success,True,False,-2.252617269242717,3.934924131769034,3.068244129756142,3.068244129756142,4262,good
